file_name frame_num class
137943 62 119
116250 31 56
54466 67 85
127993 38 72
184921 43 45
146615 43 43
38423 67 19
198037 43 90
193874 57 42
219375 43 17
35770 61 42
21049 41 77
82568 46 28
60882 30 135
127949 49 105
51248 50 99
93649 30 171
128293 36 55
53150 47 76
109258 46 50
12838 55 101
38699 69 97
200341 41 157
80675 49 83
11875 35 43
130588 55 65
50197 63 48
84376 44 111
2082 31 94
99865 36 85
55085 63 149
4922 62 162
158038 39 146
46086 69 37
217891 38 143
163999 48 86
35163 45 38
135816 45 157
184575 45 93
36013 50 82
192419 47 6
156332 43 15
139320 46 167
46191 70 5
21560 40 94
169587 52 55
183052 52 5
138467 49 7
21920 31 143
175612 40 139
107338 60 135
213453 56 101
126049 68 142
15953 51 38
5785 46 171
78049 55 113
119780 35 27
170591 39 93
11759 58 83
112303 43 64
183085 47 19
101548 54 39
103348 67 103
81093 49 94
109924 52 127
155717 37 46
81609 31 100
219830 51 83
51688 52 129
79627 47 32
106975 31 153
73553 68 144
108253 36 67
41402 31 15
101375 32 104
94369 23 131
118108 20 12
178207 48 36
200572 35 22
71201 32 57
106410 26 114
137963 45 130
20070 54 94
184392 39 30
118859 49 105
105646 57 123
65772 52 35
171722 25 15
9214 46 42
181066 46 12
177284 48 99
175538 34 11
181321 48 99
108105 62 99
19927 42 35
216184 48 106
35164 34 153
74399 24 86
70384 37 6
108580 20 57
107215 43 122
135060 45 46
117083 57 30
198697 20 68
114266 45 114
68660 37 90
181988 42 149
25284 19 118
148134 35 94
169575 20 157
6141 53 101
187815 35 94
148083 50 107
114224 29 8
206904 39 81
44311 35 154
185143 39 172
61443 42 6
28103 47 161
199504 67 139
206204 47 48
35350 39 93
161324 68 170
177866 44 164
135748 57 103
102188 47 160
66454 62 31
94699 41 140
77979 70 42
165163 39 86
184965 40 29
49321 33 73
44064 50 105
103628 54 8
169217 63 13
29001 32 46
70667 44 62
79630 35 146
347 60 120
52950 50 25
194728 42 93
86704 32 109
190100 39 10
167944 43 153
75015 62 106
125365 57 109
95656 66 38
8013 43 99
163345 62 108
185028 50 101
193170 41 30
213791 62 140
53904 42 102
117406 27 43
64841 65 38
35737 30 148
91375 51 64
195410 48 98
208534 54 164
148159 49 137
71448 50 106
23032 51 47
139914 27 6
190084 38 36
51167 67 161
107141 35 27
24661 69 13
125991 47 86
48275 29 155
133408 33 97
173971 54 54
149576 51 6
106419 48 0
9663 31 53
27758 67 1
148076 64 0
9206 40 166
12375 40 86
5581 51 95
118775 62 55
30036 57 161
139057 33 138
162984 49 73
14186 54 93
33818 51 16
139565 40 23
194055 65 52
167189 29 151
95100 49 164
30903 31 9
36156 41 23
132721 44 94
104472 44 90
65562 41 46
212176 44 87
94959 30 151
127733 46 106
181549 49 19
11308 52 84
54028 39 106
82957 49 40
85986 47 92
108633 54 18
170571 31 94
49620 35 31
39762 46 41
199507 32 118
65188 58 106
6181 50 143
75381 59 66
7828 36 148
4845 40 28
177552 50 15
29224 57 40
134969 35 107
11374 30 151
122322 48 66
101390 52 115
81631 52 84
75266 53 97
83641 52 19
115791 60 152
21908 50 149
91530 41 14
99971 39 164
71539 50 28
162691 29 19
83077 44 94
150903 30 144
73800 41 17
108818 63 4
117908 46 33
64547 38 107
21729 37 49
78561 68 6
3199 54 146
136637 45 104
22243 56 29
5726 44 37
116617 51 35
73596 35 29
22767 34 6
80829 41 27
122938 48 67
122292 17 127
95867 32 34
144297 35 143
201818 44 146
9242 24 130
21611 33 0
90044 51 106
26554 36 28
35888 42 15
55694 52 45
99813 50 6
12811 43 36
53043 40 42
155108 28 68
55275 27 117
174060 57 29
144825 39 87
142983 25 6
117472 36 81
203353 35 102
106496 66 7
162098 51 45
18756 67 28
166550 44 19
112605 33 168
58758 31 102
5626 31 86
213999 55 46
207923 62 98
69075 36 125
217647 33 86
158703 59 27
8477 49 43
276 59 108
79986 48 75
97194 33 106
126452 27 45
28973 24 18
51266 31 145
92750 34 99
192717 35 109
85029 39 129
60350 48 76
181412 40 56
188182 35 22
36421 35 135
167633 52 28
100498 41 171
174694 21 109
19589 41 63
165284 64 145
138189 28 20
166269 27 109
188795 41 139
69905 54 6
135073 65 102
49920 32 140
172714 34 140
58315 36 94
115093 50 162
164998 38 74
87763 54 145
202696 63 150
123020 48 0
35288 26 151
15181 59 112
54908 41 12
113859 54 171
187585 41 152
190215 53 67
51063 54 36
138038 28 171
117683 40 18
72563 33 31
156206 51 94
85837 64 152
153113 48 147
191034 32 133
84220 50 20
56917 36 99
81312 58 101
136714 53 18
108863 60 23
50117 44 146
184332 69 28
67354 40 94
31414 49 104
198219 43 55
13220 36 154
140027 37 134
84447 41 110
154323 44 50
33565 45 82
176491 54 57
212477 62 93
169480 45 6
32437 62 74
75764 46 129
44537 52 14
217769 54 41
114039 25 82
147736 33 127
198773 46 81
99104 37 106
89836 41 109
73551 31 85
12669 25 107
162990 45 104
117643 39 171
166331 41 45
170793 32 56
29617 46 18
54359 31 1
121001 45 48
151550 33 65
53579 36 106
25297 45 14
104727 69 132
175916 59 96
151922 46 157
35016 32 67
72566 56 123
199462 41 147
53792 36 34
115846 27 109
207600 55 106
190431 40 105
215266 28 56
4430 42 53
33347 37 68
198600 60 131
130379 45 151
169714 31 151
157651 35 117
97803 73 37
21776 39 162
210244 45 36
212499 44 35
108691 39 171
159015 37 56
71021 39 87
17316 50 33
10992 41 166
13476 23 140
68755 29 56
194668 54 125
60075 35 150
198517 52 22
115347 49 71
125429 54 147
98294 61 145
77685 60 18
5477 60 144
94281 35 152
75883 48 108
106579 46 107
204386 34 67
206845 59 16
81323 51 118
141354 51 101
98456 29 27
72083 30 154
206298 42 167
99329 27 145
190708 49 148
43668 40 151
64792 66 85
201785 57 64
17042 40 74
78375 36 150
209687 48 20
74075 50 146
136069 47 75
42477 62 4
94747 59 80
29900 67 56
115443 38 27
85381 45 165
71759 62 146
42529 43 157
39365 33 43
205611 56 45
27265 43 133
204873 38 100
45033 37 81
55234 33 45
25079 32 9
29966 41 168
26663 30 16
2112 35 73
217313 59 35
160749 44 139
165220 48 45
153722 52 111
183530 38 135
219938 64 130
88383 31 93
17521 31 39
96453 31 83
162204 38 47
69547 46 38
160507 49 123
193248 57 166
220153 52 1
6935 43 129
195227 31 83
139817 37 40
1175 61 169
38422 49 19
56565 49 109
73121 50 45
57673 29 8
83966 41 86
52908 31 93
29144 17 113
52953 64 124
206400 49 98
90992 66 33
88375 24 171
209473 34 15
192454 51 100
37090 37 3
11856 41 165
131638 44 73
127118 64 3
169262 28 2
64626 63 59
51720 35 49
142293 55 18
39720 41 35
59577 48 55
98400 33 8
114995 30 41
77350 47 116
182702 64 37
120523 59 94
182122 47 167
208895 58 93
164190 71 27
91533 56 9
48086 41 116
69423 39 28
86657 44 100
90538 62 171
15099 46 20
198450 32 20
42912 34 9
79868 39 69
203866 61 109
64202 63 28
78609 52 117
177615 40 143
30524 55 152
98698 68 56
40257 45 93
74276 37 87
214694 59 45
198916 30 79
159251 24 15
159812 52 94
41097 62 114
66821 36 107
139878 48 106
20813 25 125
66858 52 146
23238 44 160
188214 35 74
214982 27 34
16368 26 6
24615 56 6
45415 47 153
74063 32 112
10668 42 94
213446 36 124
103365 51 125
124296 31 101
183277 51 18
197102 27 18
90107 46 56
100448 72 76
118295 61 9
41052 49 143
153914 51 109
21377 45 44
34111 23 94
217377 27 125
212478 52 74
77630 43 139
186304 33 135
151907 37 112
72909 20 130
179932 52 168
202835 47 164
133450 59 106
1051 47 168
121334 41 43
152423 59 68
82372 44 86
134228 55 67
4863 49 46
38987 69 144
168393 32 9
217048 47 125
33964 40 160
55308 44 124
90662 60 73
43441 30 109
176270 50 54
25225 50 108
165806 42 16
17600 66 156
199498 30 114
46011 60 159
85416 61 173
95360 56 148
155020 37 114
212596 64 107
170946 60 145
184756 36 165
52823 45 160
77011 42 86
35621 40 73
26440 53 4
208521 50 33
126503 70 144
41727 40 112
63073 58 49
159915 54 120
217564 40 6
207889 49 109
9919 62 57
23605 35 5
136708 44 114
8193 71 5
158533 55 93
68849 39 135
62191 65 75
90604 56 18
88934 43 11
207240 53 46
194216 65 122
108492 33 142
136088 33 116
34122 32 130
2075 38 102
147688 49 144
113834 40 112
88424 28 65
143484 64 122
27156 55 157
60176 51 5
194120 60 49
46919 27 88
205984 36 160
33265 70 64
214866 48 127
122347 63 138
40108 65 136
75227 23 58
30443 31 38
190764 33 103
149024 38 148
16861 48 108
145311 40 20
30000 68 59
181533 64 150
26936 33 171
30161 32 74
72807 45 158
25464 33 44
104092 48 120
177978 47 55
55372 31 27
150855 47 103
100102 57 164
166873 69 145
80000 56 107
65929 33 171
134335 25 12
12653 42 28
20217 57 104
64809 62 144
136250 48 119
193448 52 56
16541 49 15
137797 62 151
31989 47 17
153363 37 73
165305 60 167
61281 41 135
164315 60 80
183470 35 45
27108 62 124
40225 28 151
209897 34 12
149970 32 86
210103 61 74
30723 35 0
14429 32 135
72132 21 101
196794 59 146
93064 49 103
62966 34 125
189240 49 107
146914 41 134
33804 55 36
145297 31 6
20562 16 97
114764 42 55
154700 41 69
207007 19 144
176381 63 56
220805 17 45
147345 48 68
103301 44 59
66628 44 19
177915 47 59
174734 27 56
115652 57 153
88951 32 94
94951 34 144
152877 68 120
112763 69 125
139912 36 149
119419 46 173
198967 58 80
133769 56 93
219748 44 71
76666 49 47
218353 30 147
122052 49 101
131974 61 97
152404 61 101
201698 37 20
204860 26 93
210983 35 1
96460 36 19
102198 48 133
155103 32 12
151975 43 42
80281 33 12
82400 32 106
192408 34 67
56336 39 157
165804 62 80
181611 28 46
103010 68 48
195336 54 106
176440 32 106
61916 52 139
30536 30 11
16087 58 128
96687 61 43
216302 39 43
60733 20 58
124142 35 148
195619 32 6
114390 45 0
137983 50 124
164505 65 45
180293 53 4
197069 34 151
148655 37 87
79340 33 18
36908 57 32
198455 48 81
70343 43 30
203932 43 121
172805 62 48
142920 71 114
22936 68 5
54730 47 33
42700 31 8
200589 32 102
101646 73 13
103802 14 16
61551 28 107
18631 41 109
40961 25 101
85742 18 97
115469 46 87
59569 52 109
68600 40 167
53204 36 150
208903 53 59
202712 54 1
53825 29 8
211319 51 90
34415 41 71
132422 26 72
182808 48 102
83288 43 6
183431 42 129
117567 60 93
214843 52 63
203650 28 11
199728 30 125
192017 49 148
172721 33 37
124097 44 110
212867 42 19
194029 51 46
190049 35 130
34676 38 17
8512 38 106
101737 47 37
68134 45 50
212029 32 104
52265 46 129
69777 52 123
19825 51 97
3080 22 41
180322 58 32
198854 51 160
6349 33 171
199521 43 93
73880 42 157
160159 24 153
60542 53 124
148364 42 15
196138 56 15
37214 40 49
133732 42 124
189485 30 146
5327 48 31
89787 53 82
30258 43 146
143922 45 27
5507 43 8
97190 62 163
17009 18 30
55709 38 41
102023 31 135
159706 56 106
171649 35 107
151105 39 109
37430 28 39
117917 40 38
101321 48 149
5569 45 94
187984 56 33
31981 38 140
163599 54 149
67751 61 59
59373 65 59
178439 41 23
217987 50 109
41087 49 28
80428 28 93
97522 33 110
39570 39 28
154633 62 135
918 29 146
16476 23 98
80154 29 112
5193 61 10
59212 36 86
72585 26 94
15085 38 151
208250 39 110
160647 60 65
180632 38 168
188941 63 42
86112 54 86
157753 31 143
126993 44 126
186782 66 86
185221 72 130
70946 53 143
118504 53 37
180536 20 100
180474 67 69
138931 35 167
124512 38 10
166104 28 171
16582 54 34
109916 26 145
220408 60 56
55264 62 148
113885 28 150
33040 50 1
106469 34 35
192373 48 80
149163 57 38
62797 56 119
12730 51 125
167477 42 143
111446 36 58
119179 37 19
186546 42 30
43119 44 125
95241 35 87
109336 60 32
92737 49 115
67904 27 31
12214 61 129
104351 50 75
112529 35 135
91974 64 126
112146 25 138
77790 48 41
200709 48 15
79225 24 162
185636 49 49
67629 51 109
93603 56 66
98308 50 29
153269 40 119
204448 40 93
135453 57 31
44515 29 45
202278 52 165
90388 33 65
26501 42 125
46438 42 159
92863 58 103
132666 46 29
82384 51 99
15741 72 17
217503 59 49
25480 56 14
18768 51 47
161290 29 146
125031 48 107
64744 50 65
33678 54 72
74637 36 74
178561 63 112
152304 52 104
118016 33 15
132731 47 41
2690 30 100
76368 39 6
34625 53 106
94419 28 151
117440 57 112
128382 53 125
181000 39 6
83050 30 127
175677 62 141
168535 22 12
62441 55 148
198349 45 93
96198 27 132
177344 64 79
193551 40 107
61240 16 16
70133 50 19
113637 59 149
198648 29 165
48073 35 134
43104 63 109
6243 66 14
29066 62 145
78243 30 145
147162 42 56
14913 44 43
64144 30 171
192058 64 104
201207 60 167
78765 36 155
12823 42 121
75264 61 93
179321 52 56
76315 67 126
181147 37 109
164270 31 145
160824 37 94
80879 58 82
179573 22 0
131790 45 121
166529 36 93
163158 48 42
188946 50 150
138717 48 45
102127 52 146
166381 66 43
87381 21 106
177038 40 45
205595 29 114
217764 54 145
111394 33 122
11098 26 28
7263 53 45
147979 32 109
179824 49 148
59009 52 94
35910 26 43
64684 33 19
32719 39 159
90718 43 154
145379 51 127
34158 55 72
68155 47 146
77387 34 43
23891 28 151
86109 40 73
155880 44 170
86791 60 98
77766 62 112
41704 62 102
137345 44 18
14848 25 43
35764 60 93
216267 40 149
218946 63 109
128647 52 100
201246 58 4
24569 35 20
170858 43 109
193195 61 57
58299 43 103
120316 39 45
116791 69 70
203668 69 36
98994 43 67
39666 64 54
158471 33 45
166209 45 114
109358 40 80
173152 55 100
189172 47 109
126788 64 116
166195 34 132
130846 33 14
127208 35 20
98868 28 143
2939 20 23
162138 41 18
78379 33 122
168993 54 89
805 52 47
178814 46 152
177493 17 133
109795 25 30
42900 67 38
57814 61 128
205269 63 164
153043 18 155
33261 27 43
177954 30 45
6144 52 20
123990 37 30
38428 44 75
123549 55 16
202917 27 56
194682 33 47
65222 58 9
93533 66 120
71498 45 106
10350 36 143
196552 51 14
4033 33 141
143329 41 99
150444 38 82
83833 69 84
206391 33 147
193497 41 157
46221 33 151
193661 46 111
145192 41 3
200955 24 32
4633 65 107
138853 25 18
105209 49 45
114273 27 10
121289 51 109
72590 30 55
51199 60 114
171446 62 151
171540 21 119
130157 29 122
125427 38 59
601 40 93
214207 54 29
175408 56 19
79415 26 22
124780 38 143
101167 36 98
38941 60 41
167627 42 108
134210 54 42
97251 42 0
48841 48 120
36344 63 42
78340 54 29
61523 56 109
86140 69 85
77850 67 151
23319 61 128
2388 61 18
208318 37 12
41766 46 107
191293 58 66
118152 59 166
76309 60 172
196995 43 101
178782 52 70
214899 48 42
98638 61 168
111407 36 134
73226 48 18
206502 35 166
197698 33 55
39388 35 73
76017 48 149
36033 43 46
76528 44 164
78855 47 81
124963 47 168
197189 45 36
64945 33 101
151186 31 11
106762 56 139
216123 46 129
196628 31 28
102164 49 129
84617 33 105
28916 49 106
203594 28 171
45957 49 41
8510 29 109
12278 53 19
174618 51 1
145361 65 67
56437 40 171
198288 35 171
179296 42 117
39911 52 103
150904 20 67
55741 59 63
208831 20 109
157258 26 151
112210 68 145
165827 38 143
207010 47 136
127914 60 75
31397 61 55
52742 42 146
108680 52 50
207623 35 31
128155 36 93
212250 46 171
138319 45 27
71036 36 125
172837 56 32
68666 18 170
90083 35 100
140787 64 99
7321 29 129
98891 53 35
44243 30 12
92441 64 94
80002 30 55
14258 45 26
199858 26 16
204339 45 29
141746 34 27
48945 40 71
106794 61 159
205736 49 88
134231 46 56
43326 28 16
102086 63 54
110871 46 53
181330 39 160
75820 42 43
19496 44 104
24291 44 152
197645 19 125
190445 62 140
203260 26 23
115904 53 28
8472 36 45
146948 33 75
183789 66 89
54023 46 12
168466 56 166
80051 45 63
68635 65 17
215979 36 6
156979 33 106
126286 61 35
18360 32 100
216603 42 28
76530 48 106
103286 59 107
113027 37 61
177402 47 92
123739 46 84
9363 35 93
214634 48 107
140048 49 67
214526 45 115
7132 57 146
85709 57 74
214253 48 40
8420 37 73
210697 48 156
190008 53 18
61004 48 17
52752 58 150
143602 51 44
171377 36 37
150416 51 68
197801 39 112
207115 43 86
76699 42 103
160830 56 73
99186 51 162
107006 17 97
75585 26 56
184414 51 37
170990 19 100
73234 61 84
128245 24 143
119413 44 16
65175 55 20
103373 21 63
14460 56 59
197974 32 165
117604 60 105
172145 47 123
53124 70 149
87876 50 101
30222 51 21
171225 58 65
108252 56 68
90625 45 168
75691 43 29
118872 34 167
29206 32 121
44562 51 166
71756 40 129
79811 37 73
82123 28 152
38149 30 147
172348 57 84
128945 28 168
179501 42 1
78922 46 19
146750 46 122
182598 51 146
7520 48 124
168261 36 93
203750 59 11
66615 61 104
48032 51 8
16908 18 170
25860 65 19
153624 63 108
176390 44 104
149777 44 43
164196 49 66
46620 59 172
191474 38 94
40788 47 35
47248 62 52
104345 30 143
195061 49 32
24361 40 167
174584 30 172
146396 41 171
105983 42 172
124789 59 126
94427 46 73
332 29 114
105392 38 11
33612 18 136
13626 43 105
1279 39 162
65809 41 119
154262 33 48
211682 59 95
99334 37 4
119139 24 100
175895 54 165
128388 28 55
51365 45 36
126648 73 149
34945 34 47
89242 17 109
148776 39 31
67289 41 134
164107 41 99
68116 40 126
46618 31 157
22451 49 29
95380 66 84
92588 39 44
203773 40 43
19839 62 157
185253 68 92
204486 43 166
177515 57 143
86818 42 151
24509 26 10
186701 45 146
4073 61 138
26474 61 143
19712 45 80
159147 40 105
79654 25 94
175021 51 45
170055 36 147
14574 62 109
127141 42 75
114447 34 109
202518 58 120
116036 46 91
157250 48 61
124110 23 45
197365 63 107
55812 37 152
200870 67 31
34515 60 45
187430 62 32
2113 70 129
30995 27 112
186650 59 106
27444 43 0
144554 69 105
12382 35 63
204046 42 26
218079 70 35
40513 48 65
160449 49 99
40354 48 167
16364 64 143
84520 50 2
22831 42 154
170083 18 45
110383 36 66
186963 62 45
57571 46 87
48236 48 164
111773 33 125
186440 48 135
88238 56 100
81084 48 98
110631 41 74
169301 51 100
155387 34 20
112550 59 6
194069 63 120
191448 47 86
192089 59 41
169962 54 121
160910 57 146
2889 40 73
167102 62 60
168260 43 168
106593 42 148
156067 52 28
34086 45 68
193054 66 121
92879 56 49
157319 18 132
83550 59 122
168689 42 103
13335 45 35
23959 34 125
34147 27 117
125651 60 60
219051 43 140
671 25 46
80028 65 129
180519 17 109
18472 26 43
94283 28 99
139247 41 153
24008 22 153
48671 43 106
50333 38 83
7554 52 127
196543 32 85
92713 41 119
38883 41 145
202903 72 52
155494 39 95
130102 27 67
179979 44 6
43284 15 8
156541 57 136
167164 50 96
67962 44 69
67597 36 37
50106 30 71
77670 35 153
156692 32 37
62396 47 114
177986 29 160
53416 40 30
24853 30 114
170450 44 47
37953 28 66
126289 24 38
190075 43 45
6738 27 132
104094 44 124
100420 62 86
24785 40 34
131227 47 50
87123 44 98
118085 62 157
210612 56 102
203856 20 146
125549 46 9
205339 60 74
191416 56 84
101356 38 116
23828 28 11
16073 63 141
176121 61 46
132410 49 72
214072 66 168
180439 50 150
62152 35 56
77520 30 43
183292 57 103
79088 61 62
212198 66 102
150307 46 76
73058 35 104
43302 49 132
76713 61 55
95441 43 93
29721 31 106
137861 27 36
188088 57 89
219691 51 52
9688 49 139
217020 43 15
44604 46 164
166380 30 69
168417 66 97
216500 34 41
58952 31 30
102632 38 150
185681 28 55
140642 38 139
211110 46 1
30841 36 74
43008 46 129
168125 50 107
205036 29 93
115623 61 59
195969 38 143
129723 48 31
137499 29 125
84614 67 67
42192 19 67
89952 39 24
190504 59 82
126595 49 121
195111 23 9
199538 29 80
43915 44 161
183613 26 151
95092 48 93
73568 51 5
150993 39 31
65156 26 95
120085 48 72
167789 49 130
12986 30 104
8698 57 36
144910 65 57
149639 38 160
43249 62 48
58032 41 56
115073 62 67
126700 47 73
160384 39 129
76984 26 162
28192 59 106
152503 50 34
143343 36 152
77224 69 48
214936 31 102
111167 43 99
49851 61 93
141380 38 157
203111 49 164
8559 52 67
183099 45 104
200395 66 146
56045 53 124
26374 48 18
202676 40 77
204581 50 78
133046 60 64
99537 57 45
164455 42 20
71101 47 121
14021 61 102
553 32 151
112513 57 135
194650 31 56
175268 47 16
120362 39 81
35233 39 85
212259 48 170
119801 38 55
42100 58 45
185065 68 164
167410 31 122
65893 63 34
15289 68 11
144374 56 41
188014 42 29
217973 41 122
66722 58 144
73309 49 130
1442 28 145
201328 34 93
97786 50 160
178647 59 125
72623 49 129
204517 43 33
30708 41 6
23591 71 172
9930 14 125
213003 36 127
22368 32 104
174070 52 31
80768 47 31
5696 37 20
455 73 134
92527 63 121
109447 31 35
190358 44 148
42109 27 11
64457 18 133
172964 56 44
73422 47 29
33835 66 15
88960 61 134
24239 58 1
176225 48 86
15015 40 5
92693 53 16
196335 34 167
192842 59 171
17667 22 153
118031 62 130
6626 34 94
73631 37 106
118427 32 122
150118 30 101
186771 50 101
107073 65 14
148196 35 114
147399 25 21
195433 23 155
48153 31 171
112037 66 164
15531 48 28
183472 33 48
30729 57 105
25822 26 164
143989 30 138
205520 38 82
167451 35 6
71607 54 166
190866 26 143
25538 54 166
162623 35 147
123416 36 153
116536 48 95
83463 63 107
180688 48 57
182183 30 31
211311 42 146
126711 25 154
131919 46 87
20871 44 66
9278 54 147
88843 41 73
149494 60 74
88643 44 73
135081 43 67
170731 30 114
181252 49 55
105254 37 126
114824 65 66
59452 33 149
209589 47 48
195351 65 119
81652 25 9
50805 61 138
75987 57 130
77488 67 86
144448 41 56
161894 61 68
137325 61 146
219269 22 173
62990 44 100
146797 61 80
86842 39 3
99781 27 30
27880 54 56
57541 45 166
46749 29 100
77383 39 152
86513 36 40
130146 56 83
77340 59 79
75228 41 91
210440 32 143
18395 45 59
136423 46 45
166002 38 125
166287 35 130
196341 30 0
193135 47 45
18358 55 164
16761 46 49
189043 66 84
156003 42 157
136139 47 115
183028 42 112
88249 54 18
63487 14 81
137168 54 72
30346 29 56
54582 58 16
84051 50 116
148853 52 6
137682 60 150
102428 45 168
142643 28 135
23008 46 64
155408 33 122
146977 38 55
32919 34 168
99880 64 45
54276 49 146
138370 59 142
16325 71 66
91688 29 152
65647 48 36
220587 51 10
113103 49 171
153718 54 172
22911 36 100
169302 44 28
80375 67 42
112703 40 38
182997 49 47
2410 31 42
113133 46 53
24271 53 172
54880 33 150
155623 37 47
170504 23 6
33011 26 151
29674 63 75
153080 33 18
116896 43 23
190213 25 149
217456 37 109
82849 34 151
65125 51 43
214823 68 1
67717 46 93
146877 66 136
149672 40 140
162308 58 146
46241 33 162
115987 54 170
131537 39 45
44598 51 66
133304 57 14
107302 29 146
81565 26 114
11303 30 158
149877 54 125
127783 62 26
165035 33 145
77711 55 74
90967 38 81
158519 46 129
165657 49 56
191421 18 168
113460 45 66
59094 48 43
201925 43 140
150319 43 101
210294 38 134
127037 42 99
125936 29 151
55113 35 16
216547 56 53
28326 39 129
129048 60 45
52060 53 46
65622 29 55
22772 62 0
145811 27 143
23162 50 142
55681 49 130
65411 43 122
202626 39 170
170527 49 47
29963 50 73
105637 57 80
185250 47 105
204341 28 112
213122 32 16
201942 52 18
170309 58 90
51765 26 140
155403 51 93
41622 62 107
211065 53 41
23915 23 63
167980 54 121
30843 41 10
118447 25 6
94541 56 79
17081 40 125
89132 42 59
110068 46 93
61243 57 35
172140 43 170
201186 34 127
7453 45 17
24141 63 107
170575 45 100
60833 52 146
154226 38 8
125879 41 10
135380 48 168
130271 27 44
35036 64 67
117745 58 164
186748 31 91
29553 49 30
191734 65 103
124494 60 146
90349 37 59
103606 52 80
219227 30 106
56561 50 42
163010 54 112
72115 46 116
110671 51 124
32396 29 83
94867 34 87
84203 42 146
7424 43 32
97264 32 43
79940 39 47
49777 39 127
63662 46 112
131535 54 48
106834 33 53
112713 38 171
209140 29 118
37560 47 81
170619 39 5
182244 20 82
158910 43 109
2604 40 152
24691 35 151
44302 54 67
207478 49 34
12406 37 87
83653 50 87
189943 55 114
78755 36 109
111586 55 113
71889 68 73
124060 34 113
153471 62 141
203124 66 49
81614 57 122
215556 39 73
197516 45 40
181103 44 155
211651 37 146
67111 29 46
204230 40 107
158272 60 97
150138 43 42
124920 43 28
170506 23 63
171476 49 57
60045 30 55
158430 71 37
173661 26 135
114563 58 73
203722 56 94
181714 25 106
106759 39 101
123489 31 171
135337 36 160
122034 37 103
39876 46 43
210495 34 118
106847 40 148
183727 36 116
149368 30 87
154105 33 93
109409 36 43
107889 23 85
114026 20 143
97372 26 94
66533 49 14
218983 60 106
109856 40 49
173858 53 128
34668 19 125
16655 25 107
201046 38 68
86585 30 56
102465 42 107
55361 35 67
118660 48 146
55348 41 45
35576 55 31
15203 34 82
143357 53 70
183126 43 132
151312 42 44
30688 38 44
6996 56 99
184876 32 100
30493 26 135
22388 31 93
153772 36 1
176405 29 164
197691 36 89
205510 63 87
8427 32 140
166876 50 117
17327 39 166
40772 33 18
135820 41 93
201253 50 66
184237 38 55
209957 47 123
128503 40 140
82632 30 43
94098 49 97
96500 65 144
155241 62 0
63257 53 30
97814 49 41
189056 60 108
100675 40 143
215343 59 43
113444 60 12
70574 66 57
86258 32 170
40303 37 157
73006 33 146
10961 33 55
96905 60 94
112368 47 20
134809 48 43
207328 45 164
146210 32 94
26575 45 88
163195 31 106
19320 56 68
176399 50 98
113139 57 5
40231 30 171
11393 36 122
51378 53 24
204963 29 135
155159 37 106
187897 23 12
195475 35 53
31437 50 40
216664 30 74
187707 56 113
95080 64 127
57318 34 114
16084 61 15
136021 63 57
14505 29 18
210830 32 151
129106 39 87
126434 44 164
207522 66 29
106416 35 104
42180 35 112
45163 47 46
13064 50 73
144144 67 170
184003 60 37
34051 49 34
77300 60 0
37620 57 172
53776 28 171
144317 46 114
40753 58 127
218357 47 165
83233 42 106
12022 24 104
30275 67 154
11866 36 11
218455 42 6
217231 42 100
215498 28 153
165850 65 34
90273 50 43
91682 57 43
88194 63 121
10976 50 107
64330 52 166
183690 57 118
6028 47 72
109502 30 171
149958 41 43
69949 41 168
134618 43 42
123803 34 56
26434 32 122
101874 35 12
109234 30 45
84785 29 146
21456 56 157
48118 60 82
85472 62 63
167073 37 102
48551 26 100
137487 43 156
67711 39 149
187183 40 112
163554 37 94
89410 44 47
114527 31 93
188273 41 66
34566 44 153
68677 28 151
156184 30 151
73862 39 148
88750 54 152
211018 43 45
33173 46 146
217946 65 84
163899 40 113
70004 30 172
46149 49 148
7159 43 68
92647 57 170
59864 48 45
195738 59 168
162635 70 148
2633 66 43
54387 48 31
154434 43 101
105513 50 29
83417 31 171
118380 30 80
216337 44 16
142793 70 120
566 22 56
13108 38 50
96662 62 74
49635 47 86
163024 48 69
211804 52 66
109090 63 48
29595 47 48
22593 34 107
158543 42 106
86954 40 48
16668 33 109
171878 45 146
44209 52 102
126839 53 101
30135 38 73
4363 31 56
111500 24 93
71567 36 31
113644 16 37
80236 65 74
136324 67 171
220284 67 60
144042 29 11
171690 34 158
51972 49 164
196603 37 166
106373 32 155
128473 30 42
143406 51 143
148189 63 131
117290 60 94
12520 47 107
74612 40 109
36608 41 69
15352 27 146
207406 50 81
87929 29 149
149963 41 117
120563 55 43
154233 36 74
57448 30 86
31107 38 109
48906 41 126
154136 45 41
108195 36 147
53518 30 160
196101 32 43
168732 70 20
131234 38 140
56281 35 124
187269 34 150
172802 62 13
2949 42 56
193215 58 17
157609 54 68
190202 24 16
205203 39 1
190944 32 151
42185 41 109
67885 61 150
199161 51 1
38819 29 125
194135 40 151
79889 50 135
205980 31 154
214338 68 125
98390 34 146
52076 58 166
82694 43 114
213379 43 109
100496 64 90
87037 43 135
176922 44 95
119420 62 106
157402 54 143
58915 35 171
9864 62 151
104243 41 114
219398 42 51
84336 33 102
73335 48 113
190233 36 61
148513 47 122
81492 68 42
90998 49 114
212992 50 93
127183 44 171
129087 49 148
93754 70 145
101644 70 119
164162 31 107
6518 45 0
183541 48 36
140148 38 134
